acc,disprot_id,region_id,organism,ncbi_taxon_id,group,protein_length,start,end,region_len,term_namespace,term_id,term_ontology,ec_id,ec_name,ec_ontology,reference_id,curator_name,released,version
Q9BUR4,DP04173,DP04173r004,Homo sapiens,9606,Human,548,486,503,18,Structural state,IDPO:0000002,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,33883742,Roman Vilarullo ,2024_12,0
Q9BUR4,DP04173,DP04173r005,Homo sapiens,9606,Human,548,511,548,38,Structural state,IDPO:0000002,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,33883742,Roman Vilarullo ,2024_12,0
P05114,DP04177,DP04177r001,Homo sapiens,9606,Human,100,1,100,100,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,34458797,Victoria Nugnes,2024_06,0
P05114,DP04177,DP04177r002,Homo sapiens,9606,Human,100,1,100,100,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,34458797,Victoria Nugnes,2024_06,0
P05114,DP04177,DP04177r003,Homo sapiens,9606,Human,100,1,100,100,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,34458797,Victoria Nugnes,2024_06,0
P05114,DP04177,DP04177r004,Homo sapiens,9606,Human,100,11,64,54,Molecular function,GO:0031491,GO,ECO:0001807,electrophoretic mobility shift assay evidence used in manual assertion,ECO,34458797,Victoria Nugnes,2024_06,0
P05114,DP04177,DP04177r005,Homo sapiens,9606,Human,100,11,64,54,Molecular function,GO:0031492,GO,ECO:0001807,electrophoretic mobility shift assay evidence used in manual assertion,ECO,34458797,Victoria Nugnes,2024_06,0
O14746,DP04178,DP04178r001,Homo sapiens,9606,Human,1132,180,321,142,Structural state,IDPO:0000002,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,35201900,Roman Vilarullo ,2024_06,0
O14746,DP04178,DP04178r002,Homo sapiens,9606,Human,1132,418,443,26,Structural state,IDPO:0000002,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,35201900,Roman Vilarullo ,2024_06,0
O14746,DP04178,DP04178r003,Homo sapiens,9606,Human,1132,222,240,19,Biological process,GO:0006606,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,25999477,Victoria Nugnes,2024_12,1
P30519,DP04179,DP04179r001,Homo sapiens,9606,Human,316,1,29,29,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17965015,Victoria Nugnes,2024_12,1
P30519,DP04179,DP04179r002,Homo sapiens,9606,Human,316,249,264,16,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17965015,Victoria Nugnes,2024_12,1
P30519,DP04179,DP04179r003,Homo sapiens,9606,Human,316,1,29,29,Disorder function,IDPO:0000032,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17965015,Victoria Nugnes,2024_12,0
O60232,DP04180,DP04180r001,Homo sapiens,9606,Human,199,1,12,12,Structural state,IDPO:0000002,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,32170109,Victoria Nugnes,2024_12,1
O60232,DP04180,DP04180r002,Homo sapiens,9606,Human,199,78,111,34,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,32170109,Victoria Nugnes,2024_12,1
O60232,DP04180,DP04180r003,Homo sapiens,9606,Human,199,1,11,11,Disorder function,IDPO:0000032,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,32170109,Victoria Nugnes,2024_12,0
Q99453,DP04182,DP04182r001,Homo sapiens,9606,Human,314,228,240,13,Structural state,IDPO:0000002,IDPO,ECO:0001238,nuclear magnetic resonance evidence used in manual assertion,ECO,38431667,Carlos Pintado Grima,2024_12,0
Q99453,DP04182,DP04182r002,Homo sapiens,9606,Human,314,261,314,54,Structural state,IDPO:0000002,IDPO,ECO:0001238,nuclear magnetic resonance evidence used in manual assertion,ECO,38431667,Carlos Pintado Grima,2024_12,0
P49748,DP04188,DP04188r001,Homo sapiens,9606,Human,655,486,518,33,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,18227065,Monica Lopes Marques ,2024_12,0
P29372,DP04189,DP04189r001,Homo sapiens,9606,Human,298,131,141,11,Structural state,IDPO:0000002,IDPO,ECO:0001171,crystallography evidence used in manual assertion,ECO,22148158,Monica Lopes Marques ,2024_12,0
P29372,DP04189,DP04189r002,Homo sapiens,9606,Human,298,263,273,11,Structural state,IDPO:0000002,IDPO,ECO:0001171,crystallography evidence used in manual assertion,ECO,22148158,Monica Lopes Marques ,2024_12,0
P29372,DP04189,DP04189r003,Homo sapiens,9606,Human,298,263,273,11,Molecular function,GO:0003677,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,22148158,Victoria Nugnes,2024_12,1
P29372,DP04189,DP04189r004,Homo sapiens,9606,Human,298,131,141,11,Structural transition,IDPO:0000011,IDPO,ECO:0001171,crystallography evidence used in manual assertion,ECO,22148158,Monica Lopes Marques ,2024_12,0
P29372,DP04189,DP04189r005,Homo sapiens,9606,Human,298,263,273,11,Structural transition,IDPO:0000011,IDPO,ECO:0001171,crystallography evidence used in manual assertion,ECO,22148158,Monica Lopes Marques ,2024_12,0
P29372,DP04189,DP04189r006,Homo sapiens,9606,Human,298,131,141,11,Molecular function,GO:0003677,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,22148158,Victoria Nugnes,2024_12,0
Q9BZV1,DP04211,DP04211r001,Homo sapiens,9606,Human,441,1,133,133,Structural state,IDPO:0000002,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,26475856,Erzsébet Fichó,2024_12,0
Q9BZV1,DP04211,DP04211r002,Homo sapiens,9606,Human,441,1,133,133,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,26475856,Erzsébet Fichó,2024_12,0
Q9BZV1,DP04211,DP04211r004,Homo sapiens,9606,Human,441,1,133,133,Disorder function,IDPO:0000032,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,26475856,Erzsébet Fichó,2024_12,0
Q9BZV1,DP04211,DP04211r005,Homo sapiens,9606,Human,441,1,154,154,Structural state,IDPO:0000002,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,26475856,Erzsébet Fichó,2024_12,0
Q9BZV1,DP04211,DP04211r006,Homo sapiens,9606,Human,441,52,63,12,Molecular function,GO:0051117,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,26475856,Erzsébet Fichó,2024_12,0
Q2KHT3,DP04217,DP04217r001,Homo sapiens,9606,Human,1053,892,1050,159,Biological process,GO:0000423,GO,ECO:0005580,flow cytometry evidence used in manual assertion,ECO,35604110,István Reményi ,2024_06,0
Q2KHT3,DP04217,DP04217r002,Homo sapiens,9606,Human,1053,892,1052,161,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,35604110,István Reményi ,2024_06,0
Q2KHT3,DP04217,DP04217r003,Homo sapiens,9606,Human,1053,892,1052,161,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,35604110,István Reményi ,2024_06,0
O95433,DP04219,DP04219r002,Homo sapiens,9606,Human,338,162,204,43,Structural state,IDPO:0000002,IDPO,ECO:0006196,nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence used in manual assertion,ECO,33808352,István Reményi ,2024_12,0
O95433,DP04219,DP04219r003,Homo sapiens,9606,Human,338,162,204,43,Disorder function,IDPO:0000033,IDPO,ECO:0006196,nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence used in manual assertion,ECO,33808352,István Reményi ,2024_12,0
O95433,DP04219,DP04219r004,Homo sapiens,9606,Human,338,1,27,27,Disorder function,IDPO:0000032,IDPO,ECO:0006196,nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence used in manual assertion,ECO,37486705,Victoria Nugnes,2024_12,1
O95433,DP04219,DP04219r005,Homo sapiens,9606,Human,338,1,27,27,Molecular function,GO:0044183,GO,ECO:0006333,thioflavin T based fluorescence spectroscopy evidence,ECO,33808352,István Reményi ,2024_12,0
O95433,DP04219,DP04219r006,Homo sapiens,9606,Human,338,1,27,27,Molecular function,GO:0051082,GO,ECO:0006196,nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence used in manual assertion,ECO,33808352,István Reményi ,2024_12,0
O95433,DP04219,DP04219r007,Homo sapiens,9606,Human,338,1,27,27,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,37486705,Victoria Nugnes,2024_12,1
O95433,DP04219,DP04219r008,Homo sapiens,9606,Human,338,1,27,27,Molecular function,GO:0044183,GO,ECO:0007044,transmission electron microscopy evidence used in manual assertion,ECO,33808352,Victoria Nugnes,2024_12,0
O95433,DP04219,DP04219r009,Homo sapiens,9606,Human,338,1,16,16,Biological process,GO:0036506,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,37486705,Victoria Nugnes,2024_12,0
O95433,DP04219,DP04219r010,Homo sapiens,9606,Human,338,1,16,16,Biological process,GO:0036506,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,37486705,Victoria Nugnes,2024_12,0
Q9H4H8,DP04220,DP04220r001,Homo sapiens,9606,Human,585,380,448,69,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,26652654,Zsófia Kálmán,2024_12,0
Q8N5K1,DP04237,DP04237r001,Homo sapiens,9606,Human,135,57,72,16,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,19580816,Rita Pancsa,2024_12,0
P53355,DP04239,DP04239r001,Homo sapiens,9606,Human,1430,303,334,32,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,24440081,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r002,Homo sapiens,9606,Human,1430,303,320,18,Structural transition,IDPO:0000011,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r003,Homo sapiens,9606,Human,1430,305,312,8,Molecular function,GO:0005516,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r004,Homo sapiens,9606,Human,1430,303,320,18,Structural state,IDPO:0000006,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r005,Homo sapiens,9606,Human,1430,302,320,19,Molecular function,GO:0005516,GO,ECO:0005647,isothermal titration calorimetry evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r006,Homo sapiens,9606,Human,1430,306,310,5,Disorder function,IDPO:0000045,IDPO,ECO:0000279,qualitative western immunoblotting evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r007,Homo sapiens,9606,Human,1430,306,310,5,Biological process,GO:0033673,GO,ECO:0007687,protein kinase assay evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P53355,DP04239,DP04239r008,Homo sapiens,9606,Human,1430,306,310,5,Disorder function,IDPO:0000059,IDPO,ECO:0007687,protein kinase assay evidence used in manual assertion,ECO,20103772,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r001,Homo sapiens,9606,Human,191,1,21,21,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r002,Homo sapiens,9606,Human,191,79,123,45,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r003,Homo sapiens,9606,Human,191,178,191,14,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r004,Homo sapiens,9606,Human,191,178,191,14,Disorder function,IDPO:0000031,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r005,Homo sapiens,9606,Human,191,79,123,45,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P45973,DP04242,DP04242r006,Homo sapiens,9606,Human,191,1,21,21,Disorder function,IDPO:0000032,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38895997,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r001,Homo sapiens,9606,Human,109,1,109,109,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38526839,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r002,Homo sapiens,9606,Human,109,1,109,109,Structural state,IDPO:0000002,IDPO,ECO:0006210,small-angle X-ray scattering evidence used in manual assertion,ECO,38074684,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r003,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0050821,GO,ECO:0006049,genetic transformation evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r004,Homo sapiens,9606,Human,109,1,109,109,Molecular function,GO:0005515,GO,ECO:0005644,immunoprecipitation evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r005,Homo sapiens,9606,Human,109,1,109,109,Molecular function,GO:0005515,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r006,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0006469,GO,ECO:0001202,in vitro protein kinase assay evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r007,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0043066,GO,ECO:0001585,small interfering RNA knockdown evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r008,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0030335,GO,ECO:0001585,small interfering RNA knockdown evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r009,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0043066,GO,ECO:0001266,transgenic organism evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
P40205,DP04244,DP04244r010,Homo sapiens,9606,Human,109,1,109,109,Biological process,GO:0030335,GO,ECO:0001266,transgenic organism evidence used in manual assertion,ECO,24391509,Victoria Nugnes,2024_12,0
O60832,DP04251,DP04251r001,Homo sapiens,9606,Human,514,1,22,22,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
O60832,DP04251,DP04251r002,Homo sapiens,9606,Human,514,1,22,22,Disorder function,IDPO:0000032,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
O60832,DP04251,DP04251r003,Homo sapiens,9606,Human,514,422,514,93,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
O60832,DP04251,DP04251r004,Homo sapiens,9606,Human,514,422,514,93,Disorder function,IDPO:0000031,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NX24,DP04252,DP04252r001,Homo sapiens,9606,Human,153,1,22,22,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NX24,DP04252,DP04252r002,Homo sapiens,9606,Human,153,1,22,22,Disorder function,IDPO:0000032,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NY12,DP04253,DP04253r001,Homo sapiens,9606,Human,217,162,217,56,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NY12,DP04253,DP04253r002,Homo sapiens,9606,Human,217,162,217,56,Disorder function,IDPO:0000031,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NY12,DP04253,DP04253r003,Homo sapiens,9606,Human,217,1,64,64,Disorder function,IDPO:0000032,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NY12,DP04253,DP04253r004,Homo sapiens,9606,Human,217,1,64,64,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38272871,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r001,Homo sapiens,9606,Human,577,157,194,38,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,39426983,Zsófia Kálmán,2025_06,0
Q9NZI8,DP04257,DP04257r002,Homo sapiens,9606,Human,577,344,404,61,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,39426983,Zsófia Kálmán,2025_06,0
Q9NZI8,DP04257,DP04257r003,Homo sapiens,9606,Human,577,179,183,5,Biological process,GO:0062028,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r004,Homo sapiens,9606,Human,577,394,398,5,Biological process,GO:0062028,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r005,Homo sapiens,9606,Human,577,170,175,6,Molecular function,GO:0003723,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r006,Homo sapiens,9606,Human,577,179,183,5,Biological process,GO:1905215,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r007,Homo sapiens,9606,Human,577,388,395,8,Disorder function,IDPO:0000060,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r008,Homo sapiens,9606,Human,577,179,183,5,Disorder function,IDPO:0000045,IDPO,ECO:0001230,mass spectrometry evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r009,Homo sapiens,9606,Human,577,394,398,5,Disorder function,IDPO:0000045,IDPO,ECO:0001230,mass spectrometry evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r010,Homo sapiens,9606,Human,577,157,194,38,Disorder function,IDPO:0000033,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q9NZI8,DP04257,DP04257r011,Homo sapiens,9606,Human,577,344,404,61,Disorder function,IDPO:0000033,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,39426983,Victoria Nugnes,2025_06,0
Q15022,DP04258,DP04258r001,Homo sapiens,9606,Human,739,168,181,14,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r002,Homo sapiens,9606,Human,739,256,293,38,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r003,Homo sapiens,9606,Human,739,323,350,28,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r004,Homo sapiens,9606,Human,739,364,422,59,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r005,Homo sapiens,9606,Human,739,497,513,17,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r006,Homo sapiens,9606,Human,739,150,188,39,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r007,Homo sapiens,9606,Human,739,201,241,41,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r008,Homo sapiens,9606,Human,739,251,367,117,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r009,Homo sapiens,9606,Human,739,380,423,44,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r010,Homo sapiens,9606,Human,739,497,510,14,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r011,Homo sapiens,9606,Human,739,201,241,41,Structural state,IDPO:0000006,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q15022,DP04258,DP04258r012,Homo sapiens,9606,Human,739,201,241,41,Structural transition,IDPO:0000011,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29499137,Zsófia Kálmán,2025_06,0
Q9H9Q4,DP04259,DP04259r001,Homo sapiens,9606,Human,299,229,299,71,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38898102,Zsófia Kálmán,2025_06,0
Q9H9Q4,DP04259,DP04259r002,Homo sapiens,9606,Human,299,295,299,5,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38898102,Zsófia Kálmán,2025_06,0
Q9H9Q4,DP04259,DP04259r003,Homo sapiens,9606,Human,299,282,294,13,Molecular function,GO:0003677,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38898102,Zsófia Kálmán,2025_06,0
P07196,DP04260,DP04260r004,Homo sapiens,9606,Human,543,40,63,24,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,26016807,Victoria Nugnes,2024_12,0
P07196,DP04260,DP04260r005,Homo sapiens,9606,Human,543,40,63,24,Molecular function,GO:0015631,GO,ECO:0000314,direct assay evidence used in manual assertion,ECO,26016807,Victoria Nugnes,2024_12,0
P07196,DP04260,DP04260r006,Homo sapiens,9606,Human,543,40,63,24,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,23152907,Victoria Nugnes,2024_12,0
P02489,DP04261,DP04261r001,Homo sapiens,9606,Human,173,149,173,25,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,31792453,Reid Alderson,2025_06,0
P02489,DP04261,DP04261r002,Homo sapiens,9606,Human,173,1,60,60,Structural state,IDPO:0000002,IDPO,ECO:0006218,combinatorial experimental and author inference evidence contained in single publication used in manual assertion,ECO,31792453,Victoria Nugnes,2025_06,0
P04792,DP04262,DP04262r001,Homo sapiens,9606,Human,205,178,205,28,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,28547731,Reid Alderson,2025_06,0
P04792,DP04262,DP04262r002,Homo sapiens,9606,Human,205,1,91,91,Structural state,IDPO:0000002,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,31573509,Bernadett Juhász,2026_06,0
P04792,DP04262,DP04262r003,Homo sapiens,9606,Human,205,1,37,37,Molecular function,GO:0042802,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,31573509,Bernadett Juhász,2026_06,3
P04792,DP04262,DP04262r004,Homo sapiens,9606,Human,205,74,91,18,Molecular function,GO:0042802,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,31573509,Bernadett Juhász,2026_06,1
P04792,DP04262,DP04262r005,Homo sapiens,9606,Human,205,123,137,15,Structural state,IDPO:0000006,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,30842409,Bernadett Juhász,2026_06,1
P04792,DP04262,DP04262r006,Homo sapiens,9606,Human,205,123,137,15,Structural state,IDPO:0000002,IDPO,ECO:0001238,nuclear magnetic resonance evidence used in manual assertion,ECO,30842409,Bernadett Juhász,2026_06,0
P04792,DP04262,DP04262r007,Homo sapiens,9606,Human,205,123,137,15,Structural transition,IDPO:0000011,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,30842409,Bernadett Juhász,2026_06,1
P04792,DP04262,DP04262r008,Homo sapiens,9606,Human,205,187,205,19,Structural state,IDPO:0000002,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,30842409,Victoria Nugnes,2026_06,0
P04792,DP04262,DP04262r009,Homo sapiens,9606,Human,205,1,11,11,Structural state,IDPO:0000002,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,30842409,Victoria Nugnes,2026_06,0
